서울덕수초등학교,서울시 중구 퇴계로22길 17,02-735-7225 
서울약사신협,서울시 관악구 남부순환로 1889,
우장산동주민센터,서울시 강서구 우현로  34,02-2600-7745
성내2동 주민센터,서울시 강동구 풍성로37가길 62,02-3425-7790
수유2동주민센터,서울시 강북구 한천로 1117,02-901-2104
상암동주민센터,서울시 마포구 매봉산로2길 16,02-3153-6950
연세노블병원,서울시 은평구 서오릉로  37,02-384-0009
상도동우체국,서울시 동작구 상도로 236,02-814-5634
총신대우체국,서울시 동작구 사당로 143,02-3479-0560
신암초등학교,서울시 강동구 올림픽로93길 33-16,02-3427-0351
서울영남초등학교,서울시 금천구 문성로  62-15,02-861-7147
여우별음악학원,서울시 중랑구 망우로 319,02-433-1251
영파여자중고등학교,서울시 송파구 올림픽로 565,02-470-7876
날아라정형외과,서울시 중랑구 용마산로 484,02-492-8275
블루스카이 보습학원(대치빌딩),서울시 강남구 남부순환로 2911-1,02-501-1631
화일초등학교,서울시 강서구 까치산로10길 70,02-2603-6502
즐거운어린이집,서울시 성동구 둘레15길   15-1,
가주초등학교,서울시 송파구 오금로40길 37,02-3401-0443
돈암초등학교,서울시 성북구 동소문로13길 38,02-928-2010
숭덕초등학교 ,서울시 성북구 정릉로  279,02-911-1761
중평초등학교,서울시 노원구 섬밭로 241,02-979-2388
천동초등학교,서울시 강동구 성안로  200,02-483-4445
키즈윌어린이집,서울시 동대문구 답십리로23나길 9,02-6227-7942
배화여자고등학교,서울시 종로구 필운대로1길 34,02-724-0300
샘물퐁퐁어린이집,서울시 은평구 불광로 137-13,02-358-8005
장학학원,서울시 송파구 동남로 227,02-400-7872
E&amp;C벤쳐드림타워6차,서울시 구로구 디지털로31길 41,
성동글로벌경영고등학교,서울시 중구 퇴계로90길 17,02-2252-1932
불광초등학교,서울시 은평구 불광로 51,02-355-1979
엔젤키즈어린이집,서울시 종로구 자하문로43길 4-13,02-379-5133
목운초등학교,서울시 양천구 목동동로 235,02-2061-5212
웰튼병원,서울시 강서구 강서로  318,02-2690-2000
동서울병원,서울시 동대문구 왕산로 18,02-928-7981
광화문우체국,서울시 종로구 종로 6,02-3703-9011
마포중학교,서울시 강서구 화곡로  403,02-3663-2591
오금초등학교,서울시 송파구 위례성대로22길 11,02-449-9903
조앤조병원,서울시 중랑구 망우로 474,02-433-3336~7
은평초등학교,서울시 은평구 은평로 239,02-355-2578
노동부남부지청,서울시 영등포구 선유로  120,02-2639-2100
양천구청,서울시 양천구 목동동로 105,02-2620-3114
역삼.삼성 세무서,서울시 강남구 언주로108길 20,02-3011-8200
불교TV,서울시 서초구 남부순환로  2265,02-3270-3300
SBS 미디어센터 ,서울시 마포구 상암산로  82,02-2113-9239
외국어학원 아름다운치과,서울시 강서구 공항대로41길 50,
아이젬산후조리원,서울시 은평구 서오릉로 82,
SBS서울방송국,서울시 양천구 목동서로 161,02-2061-0006
우신고등학교,서울시 구로구 부일로 917,02-2610-1518
좌월어린이공원 화장실,서울시 은평구 갈현로25길 11-8,
롯데시네마 누리꿈(상암),서울시 마포구 월드컵북로 396 누리꿈스퀘어빌딩 디지털파빌리온 4층,
봉화초등학교,서울시 중랑구 신내로15길  110,02-3421-0091
방화1동주민센터,서울시 강서구 방화동로  124-1,02-2600-7975
동양석판사옥 및 동양웨딩홀,서울시 영등포구 국회대로 535,
답비뇨기과,서울시 강동구 천호대로  1415,02-478-0100 
SMC서울메디칼센터(의원),서울시 마포구 월드컵북로  165,
유디치과의원,서울시 강동구 올림픽로 658,02-488-0220 
뉴연세 산후조리원,서울시 금천구 시흥대로71길 41,
염창주민센터,서울시 강서구 양천로67가길 63,02-2600-7335
IT캐슬2차,서울시 금천구 가산디지털1로 137,
전쟁기념관 평화의광장,서울시 용산구 용산동 1가 8번지 용산전쟁기념관내,
현대프라자(의원),서울시 양천구 중앙로32길 61,
잠신고등학교,서울시 송파구 잠실로 24,02-417-8770
서울대공학관,서울시 관악구 관악로  1,02-880-7008
은비어린이집,서울시 구로구 개봉로16가길  10-5,02-2619-6149
진선여고(증축),서울시 강남구 선릉로85길 27,02-2148-0410
강남 종로학원,서울시 강남구 역삼로 534,02-2051-1881
영락중학교,서울시 은평구 백련산로 134-6,02-388-4033
영훈고등학교,서울시 강북구 도봉로 13-19,02-988-0266
대방동주민센터,서울시 동작구 여의대방로44길 20,02-815-0226
서대문경찰서,서울시 서대문구 통일로  113,02-362-0112
백석학원,서울시 서초구 효령로  113,
상명초등학교,서울시 노원구 덕릉로 541,02-971-6214
마누호텔,서울시 중구 퇴계로  19,02-777-0100
베스트웨스턴 호텔국도,서울시 중구 을지로 164,02-6466-1234
머큐어 서울 앰배서더 강남 쏘도베,서울시 강남구 테헤란로25길 10,02-2050-6000
라마다 서울 호텔,서울시 강남구 봉은사로 410,02-6202-2000
코엑스 인터컨티넨탈 서울,서울시 강남구 봉은사로 524,02-3452-2500
서교동 관광호텔 ,서울시 마포구 양화로  112,
호텔Voll,서울시 강서구 강서로5나길  30,
이태원 IP호텔,서울시 용산구 이태원로 221,02-3702-8000
퍼시픽호텔,서울시 중구 퇴계로20길 2,02-777-7811
투비인관광호텔,서울시 강동구 천중로42길 75,02-470-2851
디아망호텔,서울시 강서구 남부순환로 190,02-2666-0157
호텔프리마,서울시 강남구 도산대로 536,02-6006-9114
프로비스타,서울시 서초구 서초대로 338,02-597-1140
테크노마트,서울시 광진구 광나루로56길 85 (구의동),
팰리스호털,서울시 서초구 사평대로  160,02-532-5000
녹스호텔,서울시 강남구 테헤란로37길 13-13,02-3454-1888
가야호텔,서울시 용산구 한강대로 253,02-798-5102
아모렉스 관광호텔,서울시 성동구 왕십리로20길 19,02-2292-7634
라마다 서울 동대문,서울시 중구 동호로 354,02-2276-3500
베스트웨스턴 프리미어 강남관광호텔,서울시 강남구 봉은사로 139,02-6474-2000
벨라지오 관광호텔,서울시 은평구 진흥로 205,02-354-0990
프레이저플레이스센트럴서울,서울시 중구 통일로 78,02-2220-8000
워커힐호텔 아카디아,서울시 광진구 워커힐로 177,02-455-5000
호텔엘루이,서울시 강남구 도산대로 551,02-514-3535
베스트웨스턴 서울 가든 호텔,서울시 마포구 마포대로 58,
프레지던트호텔,서울시 중구 을지로 16,02-753-3131
아카시아호텔,서울시 중구 동호로 360,02-2277-4917
홀리데이인서울성북,서울시 성북구 종암로 123,02-929-2000
그랜드하얏트호텔,서울시 용산구 소월로 322,02-797-1234
렉스관광호텔,서울시 강남구 강남대로 588,02-511-4488
삼성 딜라이트,서울시 서초구 서초2동1320-10,
호텔 다아너스티,서울시 강남구 봉은사로 125,02-540-3041
센터마크 호텔 ,서울시 종로구 인사동5길 38,02-731-1000
JJ호텔,서울시 성동구 자동차시장1길 29,02-2245-3355
웨스턴조선호텔,서울시 중구 소공로 106,02-771-0500
호텔리베라서울,서울시 강남구 영동대로 737,02-541-3111
강남관광정보센터,서울시 강남구 압구정동 428,
플라워관광호텔,서울시 동대문구 왕산로 269,02-962-8251
올림픽 파크텔,서울시 송파구 올림픽로 448,02-410-2114
쉐라톤워커힐호텔,서울시 광진구 워커힐로 177 (광장동),
나인트리호텔,서울시 중구 명동10길 55,02-750-0999
호텔 레이크,서울시 송파구 석촌호수로 216,02-422-1001
뉴서울호텔,서울시 중구 세종대로22길 16,02-735-9071
크라운관광호텔,서울시 용산구 녹사평대로  140,02-795-6466
스탠포드 호텔 코리아 ,서울시 마포구 월드컵북로58길 15,02-6016-0001
파크 하얏트 호텔 서울,서울시 강남구 테헤란로 606,02-2016-1234
바고관광호텔,서울시 강동구 천중로 27,02-478-2575
더리버사이드호텔,서울시 서초구 강남대로107길 6,02-6710-1100
스카이파크3,서울시 중구 퇴계로 139,02-577-3434
롯데시티호텔마포,서울시 마포구 마포대로 109,
롯데시티 호텔 김포공항,서울시 강서구 방화동 886,
해밀턴 호텔,서울시 용산구 이태원동 119-25,
용산전자상가,서울시 용산구 한강로3가 일대,
선샤인관광호텔,서울시 강남구 도산대로 205,02-541-1818
디지털 파빌리온,서울시 마포구 월드컵북로 396 누리꿈스퀘어빌딩 디지털파빌리온 4층,
베스트웨스턴 프리미어 구로호텔,서울시 구로구 디지털로32길 72,02-6905-9500
파레스호텔,서울시 중구 퇴계로8길 13,02-777-7738
호텔 라까사,서울시 강남구 도산대로1길 83,02-516-0066
칼튼호텔,서울시 강서구 화곡로  354-10,02-2604-9229
호텔예스,서울시 강서구 곰달래로  108,
R호텔,서울시 영등포구 경인로108길 12,02-2675-4800
써튼호텔 서울,서울시 종로구 청계천로 117,02-2260-6300
노보텔 앰배서더 서울 강남,서울시 강남구 봉은사로 130,02-567-1101
팝그린 관광호텔,서울시 강남구 압구정로 206,02-544-6623
임피리얼 팰리스,서울시 강남구 언주로 640,02-3440-8000
바빌론관광호텔,서울시 서초구 나루터로 64,02-544-1004
크라운이태원호텔,서울시 용산구 이태원동 34-69,
더엠호텔,서울시 마포구 월드컵북로 120,02-336-0001
호텔 그린 그래스,서울시 강남구 테헤란로63길 9,02-555-7575
워커힐호텔 컨벤션,서울시 광진구 워커힐로 177,
호텔 드어반,서울시 강서구 곰달래로24길 35,02-2602-6393
프레이저스위츠,서울시 종로구 인사동4길 18,02-6262-8888
프랑스 문화원,서울시 중구 봉래동1가 10 우리빌딩 18층,
한국의집,서울시 중구 청계천로 8,02-2266-9101
포스코미술관,테헤란로 440 포스코센터,02-3457-1665
서울대공원,경기도 과천시 대공원광장로 102,02-500-7335
서울대학교 미술관MOA,관악로 1,02-880-9504
전쟁기념관,이태원로 29,02-709-3139
소마미술관,올림픽로 424,02-425-1077
삼성미술관 리움,이태원로55길 60-16,02-2014-6900
암사동선사주거지,올림픽로 875 (암사동),02-3425-6520
창경궁,창경궁로 185,02-762-4868
푸른수목원,연동로 240,02-2686-3200
숙명여대 박물관,청파로47길 100 숙명여자대학교 내,02-710-9134
독립공원,통일로251,02-364-4686
월드컵공원,월드컵로 243-60,02-300-5500
어린이대공원,능동로 216,02-450-9311
창덕궁,율곡로 99,02-762-8261
몽촌역사관,올림픽로 424,02-2152-5900
국립중앙박물관,서빙고로 137,02-2077-9000
백범김구기념관,임정로 26,02-799-3400
영등포아트홀,국회대로 596 영등포구민회관,02-2670-4020
창동레지던시,덕릉로257,02-995-0995
경희궁,새문안로 55,02-724-0274
전기박물관,효령로72길 60 한전아트센터 내,02-2105-8190
서울올림픽기념관,올림픽로 448 올림픽회관 서울올림픽기념관,02-410-1354
안중근의사기념관,소월로 91,02-3789-1016
서울숲,뚝섬로 273,02-460-2905
서울시민 광나루안전체험관,능동로 238 (능동),02-2049-4061
윤봉길 의사 기념관,매헌로 99,02-557-9932
롯데월드 민속박물관,올림픽로 240,02-411-4761~5
서울시립미술관,덕수궁길 61(서소문동 37),02-2124-8800
한국은행 본관 (화폐금융박물관),남대문로 39,02-759-4881
양재시민의숲,매헌로 99,02-575-3895
경복궁,사직로 161,02-3700-3900
운현궁,삼일대로 464(운니동),02-766-9090
여의도공원,여의공원로 68,02-761-4078
보라매공원,여의대방로 20길 33,02-2181-1183
서울시립 남서울 미술관,남부순환로 2076,02-598-6247
덕수궁미술관,세종대로 99 국립현대미술관 덕수궁관,02-2022-0600
선유도공원,선유로 343,02-2631-9368
북서울꿈의숲,월계로 173,02-2289-4001
호림박물관(신사분관),도산대로 317,02-541-3523
예술의 전당 한가람미술관,남부순환로 2406,02-580-1300
